state,vegetable,January,February,March,April,May,June,July,August,September,October,November,December
washington,spinach,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
washington,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington,strawberries,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
washington,summer-squash,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,sunchokes,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
washington,sweet-potatoes,,,,,,,,,Starting Now,Prime Time,Last Chance,
washington,tarragon,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
washington,thyme,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington,tomatillos,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
washington,tomatoes,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
washington,turnips,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington,watercress,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
washington,watermelon,,,,,,,,Starting Now,Prime Time,Last Chance,,
washington,winter-squash,,,,,,,,,,Starting Now,Prime Time,Last Chance
washington,zucchini,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington-dc,apples,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,apricots,,,,,,Starting Now,Last Chance,,,,,
washington-dc,artichokes,,,,,,,,Prime Time,,,,
washington-dc,arugula,,Prime Time,,Starting Now,Last Chance,,,,Starting Now,Last Chance,,
washington-dc,asian-pears,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
washington-dc,asparagus,,,,Starting Now,Prime Time,Last Chance,,,,,,
washington-dc,basil,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington-dc,beets,Prime Time,Last Chance,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,black-eyed-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
washington-dc,blackberries,,,,,,,Starting Now,Last Chance,,,,
washington-dc,blueberries,,,,,,Starting Now,Prime Time,Last Chance,,,,
washington-dc,bok-choy,,,,,,,,Starting Now,Prime Time,Last Chance,,
washington-dc,brambles,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
washington-dc,broccoli,,,,,,,,,Starting Now,Prime Time,Last Chance,
washington-dc,brussels-sprouts,Last Chance,,,Prime Time,,,,,Starting Now,Prime Time,Prime Time,Prime Time
washington-dc,cabbage,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,cantaloupe,,,,,,,Starting Now,Prime Time,Last Chance,,,
washington-dc,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
washington-dc,carrots,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,cauliflower,Last Chance,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,celery,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
washington-dc,celery-root,Last Chance,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
washington-dc,chard,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington-dc,cherries,,,,,,Starting Now,Last Chance,,,,,
washington-dc,chestnuts,,,,,,,,,,Prime Time,,
washington-dc,chicories,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
washington-dc,chili-peppers,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
washington-dc,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
washington-dc,cilantro,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,collard-greens,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington-dc,corn,,,,,,,Starting Now,Prime Time,Last Chance,,,
washington-dc,cucumbers,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
washington-dc,currants,,,,,,,Starting Now,Last Chance,,,,
washington-dc,edamame,,,,,,,,Starting Now,Prime Time,Last Chance,,
washington-dc,eggplant,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
washington-dc,endive,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
washington-dc,fennel,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
washington-dc,garlic,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,garlic-scapes,,,,,Starting Now,Last Chance,,,,,,
washington-dc,gooseberries,,,,,,Starting Now,Last Chance,,,,,
washington-dc,grapes,,,,,,,,Starting Now,Last Chance,,,
washington-dc,green-beans,,,,,,Prime Time,,,,Prime Time,,
washington-dc,green-onions,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington-dc,ground-cherries,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
washington-dc,horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
washington-dc,kale,Prime Time,Prime Time,Last Chance,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,kohlrabi,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
washington-dc,lamb's-quarters,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
washington-dc,leeks,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,lettuce,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,lima-beans,,,,,,,,Prime Time,,,,
washington-dc,melons,,,,,,,Starting Now,Prime Time,Last Chance,,,
washington-dc,mint,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,morels,,,,Starting Now,Last Chance,,,,,,,
washington-dc,mushrooms,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,mustard-greens,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance
washington-dc,nectarines,,,,,,Starting Now,Prime Time,Last Chance,,,,
washington-dc,nettles,,,,Prime Time,,,,,,,,
washington-dc,okra,,,,,,,Prime Time,,,,,
washington-dc,onions,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,oregano,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,parsley,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,parsnips,Prime Time,Prime Time,Last Chance,,Prime Time,,,,Starting Now,Prime Time,Prime Time,Prime Time
washington-dc,pea-shoots,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,
washington-dc,peaches,,,,,,,Starting Now,Prime Time,Last Chance,,,
washington-dc,pears,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,peas,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
washington-dc,peppers,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
washington-dc,persimmons,,,,,,,,,,Starting Now,Last Chance,
washington-dc,plums,,,,,,,Starting Now,Prime Time,Last Chance,,,
washington-dc,potatoes,Prime Time,Prime Time,Prime Time,Last Chance,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,pumpkin,Last Chance,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
washington-dc,purslane,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,quince,,,,,,,,,Starting Now,Prime Time,Last Chance,
washington-dc,radicchio,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
washington-dc,radishes,Prime Time,Prime Time,Last Chance,,Starting Now,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time
washington-dc,ramps,,,,,Prime Time,,,,,,,
washington-dc,rapini,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,Starting Now,Last Chance,
washington-dc,raspberries,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington-dc,rhubarb,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
washington-dc,rosemary,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington-dc,sage,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
washington-dc,shallots,Prime Time,,,,,,Prime Time,,,,,
washington-dc,shell-beans,,,,,,,Starting Now,Prime Time,Last Chance,,Prime Time,
washington-dc,snap-peas,,,,,Starting Now,Prime Time,Last Chance,,Prime Time,,,
washington-dc,snow-peas,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
washington-dc,sorrel,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,spinach,,,Starting Now,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Last Chance,
washington-dc,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,strawberries,,,,,Starting Now,Last Chance,,,,,,
washington-dc,summer-squash,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
washington-dc,sunchokes,Last Chance,,,,,,,,,,,Starting Now
washington-dc,sweet-potatoes,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time
washington-dc,tarragon,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
washington-dc,thyme,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
washington-dc,tomatillos,,,,,,,Starting Now,Prime Time,Last Chance,,,
washington-dc,tomatoes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
washington-dc,turnips,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,Starting Now,Prime Time,Prime Time,Last Chance,
washington-dc,watercress,,,Prime Time,,,,,,,,,
washington-dc,watermelon,,,,,,,Starting Now,Prime Time,Last Chance,,,
washington-dc,winter-squash,Prime Time,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
washington-dc,zucchini,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,apples,,,,,,,,,Starting Now,Last Chance,,
west-virginia,apricots,,,,,,,Starting Now,Last Chance,,,,
west-virginia,arugula,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,,
west-virginia,asian-pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
west-virginia,asparagus,,,,,Starting Now,Last Chance,,,,,,
west-virginia,basil,,,,,,,Starting Now,Prime Time,Last Chance,,,
west-virginia,beets,,,,,,,,Starting Now,Prime Time,Last Chance,,
west-virginia,black-eyed-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
west-virginia,blackberries,,,,,,,Starting Now,Last Chance,,,,
west-virginia,blueberries,,,,,,,Starting Now,Last Chance,,,,
west-virginia,bok-choy,,,,,,,,Prime Time,,,,
west-virginia,boysenberries,,,,,,Starting Now,Last Chance,,,,,
west-virginia,brambles,,,,,,,Starting Now,Last Chance,,,,
west-virginia,broccoli,,,,,,Starting Now,Last Chance,,,,,
west-virginia,brussels-sprouts,,,,,,,,,Starting Now,Last Chance,,
west-virginia,cabbage,,,,,,,Starting Now,Prime Time,Last Chance,,,
west-virginia,cantaloupe,,,,,,,,Starting Now,Prime Time,Last Chance,,
west-virginia,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
west-virginia,carrots,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
west-virginia,cauliflower,,,,,,,,Starting Now,Last Chance,,,
west-virginia,celery,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
west-virginia,celery-root,,,,,,,,Starting Now,Prime Time,Last Chance,,
west-virginia,chard,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
west-virginia,cherries,,,,,,Starting Now,Last Chance,,,,,
west-virginia,chicories,,,,,,,,,Starting Now,Prime Time,Last Chance,
west-virginia,chili-peppers,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
west-virginia,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,cilantro,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
west-virginia,collard-greens,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,corn,,,,,,,Starting Now,Prime Time,Last Chance,,,
west-virginia,cucumbers,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
west-virginia,eggplant,,,,,,,,Starting Now,Prime Time,Last Chance,,
west-virginia,endive,,,,,,,,,Starting Now,Prime Time,Last Chance,
west-virginia,fava-beans,,,,,Prime Time,,,,,,,
west-virginia,garlic,,,,,,,,Starting Now,Prime Time,Last Chance,,
west-virginia,garlic-scapes,,,,,Starting Now,Last Chance,,,,,,
west-virginia,gooseberries,,,,,,,Starting Now,Last Chance,,,,
west-virginia,grapes,,,,,,,,Starting Now,Last Chance,,,
west-virginia,green-beans,,,,,,,,Starting Now,Last Chance,,,
west-virginia,green-onions,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
west-virginia,ground-cherries,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
west-virginia,kale,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,kohlrabi,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
west-virginia,lamb's-quarters,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
west-virginia,leeks,,,,,,,,Starting Now,Prime Time,Last Chance,,
west-virginia,lettuce,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,lima-beans,,,,,,,,,Starting Now,Last Chance,,
west-virginia,melons,,,,,,,Starting Now,Prime Time,Last Chance,,,
west-virginia,mint,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,morels,,,Starting Now,Prime Time,Last Chance,,,,,,,
west-virginia,mushrooms,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,,
west-virginia,mustard-greens,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,nectarines,,,,,,,,Starting Now,Last Chance,,,
west-virginia,onions,,,,,,,,Starting Now,Prime Time,Last Chance,,
west-virginia,oregano,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,parsley,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
west-virginia,parsnips,,,,,,,,,Starting Now,Last Chance,,
west-virginia,pawpaw,,,,,,,,Starting Now,Last Chance,,,
west-virginia,pea-shoots,,,,,Starting Now,Last Chance,,,,,,
west-virginia,peaches,,,,,,,Starting Now,Prime Time,Last Chance,,,
west-virginia,pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
west-virginia,peas,,,,,,,Starting Now,Last Chance,,,,
west-virginia,peppers,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
west-virginia,persimmons,,,,,,,,,,Prime Time,,
west-virginia,plums,,,,,,,Starting Now,Last Chance,,,,
west-virginia,potatoes,,,,,,,,Starting Now,Prime Time,Last Chance,,
west-virginia,pumpkin,,,,,,,,,Starting Now,Last Chance,,
west-virginia,purslane,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,quince,,,,,,,,,,Starting Now,Last Chance,
west-virginia,radicchio,,,,,,,,,Starting Now,Prime Time,Last Chance,
west-virginia,radishes,,,,,,Prime Time,,,,,,
west-virginia,ramps,,,,Starting Now,Last Chance,,,,,,,
west-virginia,rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
west-virginia,raspberries,,,,,,,,Starting Now,Last Chance,,,
west-virginia,rhubarb,,,,,,Prime Time,,,Prime Time,,,
west-virginia,rosemary,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
west-virginia,sage,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
west-virginia,shallots,Last Chance,,,,,Starting Now,Last Chance,,,,,Starting Now
west-virginia,shell-beans,,,,,,,,,Starting Now,Last Chance,,
west-virginia,snap-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
west-virginia,snow-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
west-virginia,sorrel,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,spinach,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
west-virginia,strawberries,,,,,,Prime Time,,,Prime Time,,,
west-virginia,summer-squash,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
west-virginia,sunchokes,,,,,,,Prime Time,,,,,
west-virginia,sweet-potatoes,,,,,,,,,Starting Now,Last Chance,,
west-virginia,tarragon,,,,Starting Now,Prime Time,Last Chance,,,,,,
west-virginia,thyme,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
west-virginia,tomatillos,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,tomatoes,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
west-virginia,turnips,,,,,,,,,Starting Now,Last Chance,,
west-virginia,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
west-virginia,watermelon,,,,,,,,Starting Now,Last Chance,,,
west-virginia,winter-squash,,,,,,,,Starting Now,Prime Time,Last Chance,,
west-virginia,zucchini,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
wisconsin,apples,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
wisconsin,arugula,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
wisconsin,asian-pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
wisconsin,asparagus,,,,,Starting Now,Last Chance,,,,,,
wisconsin,basil,,,,,,,,Starting Now,Last Chance,,,
wisconsin,beets,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
wisconsin,black-eyed-peas,,,,,,Starting Now,Last Chance,,,,,
wisconsin,blackberries,,,,,,Starting Now,Last Chance,,,,,
wisconsin,blueberries,,,,,,,Starting Now,Last Chance,,,,
wisconsin,bok-choy,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
wisconsin,brambles,,,,,,Starting Now,Last Chance,,,,,
wisconsin,broccoli,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
wisconsin,brussels-sprouts,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
wisconsin,cabbage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
wisconsin,cantaloupe,,,,,,,Starting Now,Prime Time,Last Chance,,,
wisconsin,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
